customer_id,customer_name,email,city,state,customer_segment
C014459,Peter Adebayo,customer014459@quickmart.example,Osogbo,Osun,Mass Market
C014460,Kelechi Garba,customer014460@quickmart.example,Ibadan,Oyo,Mass Market
C014461,Oluwaseun Mohammed,customer014461@quickmart.example,Ilorin,Kwara,Premium
C014462,Fatima Balogun,customer014462@quickmart.example,Lekki,Lagos,Mass Market
C014463,David Adeyemi,customer014463@quickmart.example,Enugu,Enugu,Mass Market
C014464,Grace Abdullahi,customer014464@quickmart.example,Ibadan,Oyo,Mass Market
C014465,Peter Lawal,customer014465@quickmart.example,Akure,Ondo,Mass Market
C014466,John Ibrahim,customer014466@quickmart.example,Benin City,Edo,Mass Market
C014467,Hauwa Sani,customer014467@quickmart.example,Lagos,Lagos,Mass Market
C014468,Blessing Danladi,customer014468@quickmart.example,Ikeja,Lagos,Mass Market
C014469,Peter Balogun,customer014469@quickmart.example,Port Harcourt,Rivers,Mass Market
C014470,Michael Balogun,customer014470@quickmart.example,Port Harcourt,Rivers,Mass Market
C014471,Esther Musa,customer014471@quickmart.example,Kano,Kano,Mass Market
C014472,Peter Lawal,customer014472@quickmart.example,Onitsha,Anambra,Mass Market
C014473,Oluwaseun Danladi,customer014473@quickmart.example,Calabar,Cross River,Mass Market
C014474,Blessing Balogun,customer014474@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014475,Musa Yusuf,customer014475@quickmart.example,Uyo,Akwa Ibom,Premium
C014476,Michael Danladi,customer014476@quickmart.example,Osogbo,Osun,Mass Market
C014477,Ada Okoro,customer014477@quickmart.example,Abeokuta,Ogun,Business
C014478,Ngozi Ibrahim,customer014478@quickmart.example,Ikeja,Lagos,Business
C014479,Blessing Adebayo,customer014479@quickmart.example,Lekki,Lagos,Mass Market
C014480,Emeka Adebayo,customer014480@quickmart.example,Lagos,Lagos,Premium
C014481,Oluwaseun Yusuf,customer014481@quickmart.example,Abuja,FCT,Mass Market
C014482,Esther Eze,customer014482@quickmart.example,Lekki,Lagos,Business
C014483,David Usman,customer014483@quickmart.example,Osogbo,Osun,Business
C014484,Fatima Usman,customer014484@quickmart.example,Kano,Kano,Mass Market
C014485,Tunde Nwosu,customer014485@quickmart.example,Abeokuta,Ogun,Mass Market
C014486,Yusuf Bello,customer014486@quickmart.example,Port Harcourt,Rivers,Premium
C014487,Hauwa Garba,customer014487@quickmart.example,Jos,Plateau,Mass Market
C014488,Ada Abdullahi,customer014488@quickmart.example,Lagos,Lagos,Mass Market
C014489,Amina Lawal,customer014489@quickmart.example,Maiduguri,Borno,Mass Market
C014490,Tunde Abdullahi,customer014490@quickmart.example,Ilorin,Kwara,Mass Market
C014491,Yusuf Okafor,customer014491@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014492,Kelechi Balogun,customer014492@quickmart.example,Maiduguri,Borno,Premium
C014493,Mary Sani,customer014493@quickmart.example,Akure,Ondo,Mass Market
C014494,Emeka Balogun,customer014494@quickmart.example,Abeokuta,Ogun,Premium
C014495,Amina Sani,customer014495@quickmart.example,Calabar,Cross River,Premium
C014496,John Eze,customer014496@quickmart.example,Lagos,Lagos,Premium
C014497,Emeka Adeyemi,customer014497@quickmart.example,Kaduna,Kaduna,Mass Market
C014498,Peter Adebayo,customer014498@quickmart.example,Calabar,Cross River,Mass Market
C014499,Kelechi Akinyemi,customer014499@quickmart.example,Ilorin,Kwara,Mass Market
C014500,Michael Yusuf,customer014500@quickmart.example,Calabar,Cross River,Mass Market
C014501,Michael Sani,customer014501@quickmart.example,Calabar,Cross River,Mass Market
C014502,Musa Adeyemi,customer014502@quickmart.example,Lagos,Lagos,Premium
C014503,Ngozi Danladi,customer014503@quickmart.example,Enugu,Enugu,Mass Market
C014504,Ngozi Garba,customer014504@quickmart.example,Onitsha,Anambra,Mass Market
C014505,Fatima Adeyemi,customer014505@quickmart.example,Ibadan,Oyo,Mass Market
C014506,Emeka Abdullahi,customer014506@quickmart.example,Abeokuta,Ogun,Premium
C014507,Ibrahim Musa,customer014507@quickmart.example,Benin City,Edo,Mass Market
C014508,Michael Okoro,customer014508@quickmart.example,Onitsha,Anambra,Premium
C014509,Hauwa Danladi,customer014509@quickmart.example,Akure,Ondo,Business
C014510,Musa Ogunleye,customer014510@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014511,Michael Musa,customer014511@quickmart.example,Maiduguri,Borno,Business
C014512,Daniel Balogun,customer014512@quickmart.example,Abeokuta,Ogun,Mass Market
C014513,Fatima Adebayo,customer014513@quickmart.example,Kaduna,Kaduna,Mass Market
C014514,Tunde Bello,customer014514@quickmart.example,Abuja,FCT,Premium
C014515,Blessing Adebayo,customer014515@quickmart.example,Akure,Ondo,Premium
C014516,Zainab Adebayo,customer014516@quickmart.example,Onitsha,Anambra,Premium
C014517,Zainab Okafor,customer014517@quickmart.example,Port Harcourt,Rivers,Mass Market
C014518,Yusuf Garba,customer014518@quickmart.example,Enugu,Enugu,Mass Market
C014519,Ibrahim Eze,customer014519@quickmart.example,Kano,Kano,Mass Market
C014520,Daniel Lawal,customer014520@quickmart.example,Akure,Ondo,Mass Market
C014521,Sarah Lawal,customer014521@quickmart.example,Onitsha,Anambra,Mass Market
C014522,Zainab Yusuf,customer014522@quickmart.example,Port Harcourt,Rivers,Business
C014523,Ngozi Yusuf,customer014523@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014524,Ada Lawal,customer014524@quickmart.example,Calabar,Cross River,Mass Market
C014525,Oluwaseun Usman,customer014525@quickmart.example,Kaduna,Kaduna,Mass Market
C014526,Musa Lawal,customer014526@quickmart.example,Uyo,Akwa Ibom,Premium
C014527,Grace Adeyemi,customer014527@quickmart.example,Calabar,Cross River,Business
C014528,Amina Akinyemi,customer014528@quickmart.example,Ilorin,Kwara,Premium
C014529,Sarah Yusuf,customer014529@quickmart.example,Lekki,Lagos,Mass Market
C014530,Esther Ogunleye,customer014530@quickmart.example,Ibadan,Oyo,Premium
C014531,Mary Eze,customer014531@quickmart.example,Lagos,Lagos,Business
C014532,Daniel Akinyemi,customer014532@quickmart.example,Abuja,FCT,Mass Market
C014533,Kelechi Ogunleye,customer014533@quickmart.example,Ibadan,Oyo,Mass Market
C014534,Ibrahim Eze,customer014534@quickmart.example,Enugu,Enugu,Mass Market
C014535,Ibrahim Garba,customer014535@quickmart.example,Osogbo,Osun,Mass Market
C014536,Michael Ibrahim,customer014536@quickmart.example,Ikeja,Lagos,Premium
C014537,Blessing Ogunleye,customer014537@quickmart.example,Abuja,FCT,Premium
C014538,Zainab Yusuf,customer014538@quickmart.example,Lagos,Lagos,Mass Market
C014539,Yusuf Abdullahi,customer014539@quickmart.example,Ikeja,Lagos,Mass Market
C014540,Ibrahim Adeyemi,customer014540@quickmart.example,Lagos,Lagos,Mass Market
C014541,Samuel Ibrahim,customer014541@quickmart.example,Onitsha,Anambra,Premium
C014542,Emeka Musa,customer014542@quickmart.example,Osogbo,Osun,Mass Market
C014543,Esther Eze,customer014543@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014544,Zainab Okafor,customer014544@quickmart.example,Ilorin,Kwara,Premium
C014545,Ibrahim Lawal,customer014545@quickmart.example,Ibadan,Oyo,Mass Market
C014546,Amina Mohammed,customer014546@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014547,Zainab Adebayo,customer014547@quickmart.example,Enugu,Enugu,Premium
C014548,Grace Balogun,customer014548@quickmart.example,Maiduguri,Borno,Mass Market
C014549,Emeka Bello,customer014549@quickmart.example,Kaduna,Kaduna,Mass Market
C014550,Yusuf Adeyemi,customer014550@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014551,Grace Sani,customer014551@quickmart.example,Benin City,Edo,Mass Market
C014552,Sarah Musa,customer014552@quickmart.example,Port Harcourt,Rivers,Mass Market
C014553,David Akinyemi,customer014553@quickmart.example,Lekki,Lagos,Mass Market
C014554,Blessing Ibrahim,customer014554@quickmart.example,Benin City,Edo,Mass Market
C014555,Ibrahim Ogunleye,customer014555@quickmart.example,Ibadan,Oyo,Mass Market
C014556,Hauwa Adebayo,customer014556@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014557,Musa Ogunleye,customer014557@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014558,Michael Okafor,customer014558@quickmart.example,Akure,Ondo,Mass Market
C014559,Tunde Okoro,customer014559@quickmart.example,Benin City,Edo,Premium
C014560,Sarah Musa,customer014560@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014561,John Eze,customer014561@quickmart.example,Akure,Ondo,Premium
C014562,Yusuf Usman,customer014562@quickmart.example,Benin City,Edo,Premium
C014563,Daniel Ogunleye,customer014563@quickmart.example,Osogbo,Osun,Mass Market
C014564,David Garba,customer014564@quickmart.example,Calabar,Cross River,Mass Market
C014565,Sarah Okafor,customer014565@quickmart.example,Abuja,FCT,Business
C014566,Mary Adebayo,customer014566@quickmart.example,Benin City,Edo,Mass Market
C014567,Peter Yusuf,customer014567@quickmart.example,Lekki,Lagos,Mass Market
C014568,Mary Adebayo,customer014568@quickmart.example,Kaduna,Kaduna,Mass Market
C014569,Mary Ogunleye,customer014569@quickmart.example,Kaduna,Kaduna,Business
C014570,Oluwaseun Okafor,customer014570@quickmart.example,Abuja,FCT,Mass Market
C014571,John Mohammed,customer014571@quickmart.example,Kaduna,Kaduna,Business
C014572,Zainab Ibrahim,customer014572@quickmart.example,Ikeja,Lagos,Mass Market
C014573,Ibrahim Akinyemi,customer014573@quickmart.example,Benin City,Edo,Mass Market
C014574,Peter Eze,customer014574@quickmart.example,Abeokuta,Ogun,Mass Market
C014575,Oluwaseun Usman,customer014575@quickmart.example,Abeokuta,Ogun,Mass Market
C014576,David Okoro,customer014576@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014577,Ibrahim Usman,customer014577@quickmart.example,Akure,Ondo,Premium
C014578,Esther Garba,customer014578@quickmart.example,Ibadan,Oyo,Premium
C014579,Emeka Lawal,customer014579@quickmart.example,Enugu,Enugu,Mass Market
C014580,John Sani,customer014580@quickmart.example,Osogbo,Osun,Mass Market
C014581,John Okafor,customer014581@quickmart.example,Onitsha,Anambra,Mass Market
C014582,Blessing Bello,customer014582@quickmart.example,Ikeja,Lagos,Mass Market
C014583,Grace Eze,customer014583@quickmart.example,Calabar,Cross River,Premium
C014584,Samuel Nwosu,customer014584@quickmart.example,Ikeja,Lagos,Mass Market
C014585,Mary Adeyemi,customer014585@quickmart.example,Onitsha,Anambra,Business
C014586,Ada Okoro,customer014586@quickmart.example,Benin City,Edo,Mass Market
C014587,Peter Danladi,customer014587@quickmart.example,Port Harcourt,Rivers,Mass Market
C014588,Mary Okafor,customer014588@quickmart.example,Abeokuta,Ogun,Mass Market
C014589,Musa Okafor,customer014589@quickmart.example,Akure,Ondo,Mass Market
C014590,Hauwa Usman,customer014590@quickmart.example,Lekki,Lagos,Mass Market
C014591,Michael Musa,customer014591@quickmart.example,Osogbo,Osun,Mass Market
C014592,Kelechi Musa,customer014592@quickmart.example,Ikeja,Lagos,Mass Market
C014593,Hauwa Musa,customer014593@quickmart.example,Kano,Kano,Mass Market
C014594,Yusuf Garba,customer014594@quickmart.example,Port Harcourt,Rivers,Mass Market
C014595,Amina Bello,customer014595@quickmart.example,Port Harcourt,Rivers,Premium
C014596,Daniel Musa,customer014596@quickmart.example,Abuja,FCT,Premium
C014597,Michael Eze,customer014597@quickmart.example,Abuja,FCT,Mass Market
C014598,Zainab Balogun,customer014598@quickmart.example,Enugu,Enugu,Mass Market
C014599,Blessing Danladi,customer014599@quickmart.example,Lagos,Lagos,Mass Market
C014600,Hauwa Abdullahi,customer014600@quickmart.example,Lekki,Lagos,Business
C014601,Grace Adebayo,customer014601@quickmart.example,Kaduna,Kaduna,Premium
C014602,Tunde Mohammed,customer014602@quickmart.example,Lagos,Lagos,Premium
C014603,Sarah Ogunleye,customer014603@quickmart.example,Ikeja,Lagos,Premium
C014604,Hauwa Balogun,customer014604@quickmart.example,Lagos,Lagos,Premium
C014605,David Abdullahi,customer014605@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014606,Emeka Balogun,customer014606@quickmart.example,Lekki,Lagos,Mass Market
C014607,Oluwaseun Okoro,customer014607@quickmart.example,Ibadan,Oyo,Premium
C014608,Tunde Nwosu,customer014608@quickmart.example,Calabar,Cross River,Mass Market
C014609,Ibrahim Garba,customer014609@quickmart.example,Jos,Plateau,Mass Market
C014610,Musa Okafor,customer014610@quickmart.example,Jos,Plateau,Premium
C014611,Ada Okoro,customer014611@quickmart.example,Ilorin,Kwara,Premium
C014612,Tunde Garba,customer014612@quickmart.example,Onitsha,Anambra,Mass Market
C014613,Amina Balogun,customer014613@quickmart.example,Jos,Plateau,Mass Market
C014614,Daniel Musa,customer014614@quickmart.example,Akure,Ondo,Mass Market
C014615,Ada Lawal,customer014615@quickmart.example,Abeokuta,Ogun,Mass Market
C014616,Peter Nwosu,customer014616@quickmart.example,Abeokuta,Ogun,Mass Market
C014617,Peter Balogun,customer014617@quickmart.example,Port Harcourt,Rivers,Premium
C014618,Mary Bello,customer014618@quickmart.example,Akure,Ondo,Mass Market
C014619,John Adeyemi,customer014619@quickmart.example,Akure,Ondo,Premium
C014620,Blessing Sani,customer014620@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014621,Grace Garba,customer014621@quickmart.example,Lagos,Lagos,Mass Market
C014622,Blessing Eze,customer014622@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014623,Musa Nwosu,customer014623@quickmart.example,Ibadan,Oyo,Premium
C014624,Fatima Danladi,customer014624@quickmart.example,Akure,Ondo,Business
C014625,Mary Akinyemi,customer014625@quickmart.example,Lekki,Lagos,Mass Market
C014626,Chinedu Balogun,customer014626@quickmart.example,Lekki,Lagos,Mass Market
C014627,Sarah Garba,customer014627@quickmart.example,Port Harcourt,Rivers,Mass Market
C014628,Michael Okafor,customer014628@quickmart.example,Port Harcourt,Rivers,Mass Market
C014629,Ibrahim Okafor,customer014629@quickmart.example,Kano,Kano,Mass Market
C014630,Fatima Garba,customer014630@quickmart.example,Benin City,Edo,Mass Market
C014631,Esther Usman,customer014631@quickmart.example,Uyo,Akwa Ibom,Premium
C014632,John Musa,customer014632@quickmart.example,Ilorin,Kwara,Mass Market
C014633,Ada Lawal,customer014633@quickmart.example,Uyo,Akwa Ibom,Premium
C014634,Emeka Adebayo,customer014634@quickmart.example,Abeokuta,Ogun,Premium
C014635,Amina Bello,customer014635@quickmart.example,Enugu,Enugu,Premium
C014636,Kelechi Eze,customer014636@quickmart.example,Lekki,Lagos,Mass Market
C014637,Amina Ogunleye,customer014637@quickmart.example,Abeokuta,Ogun,Mass Market
C014638,Tunde Yusuf,customer014638@quickmart.example,Maiduguri,Borno,Mass Market
C014639,Hauwa Akinyemi,customer014639@quickmart.example,Lagos,Lagos,Mass Market
C014640,Ibrahim Okoro,customer014640@quickmart.example,Benin City,Edo,Mass Market
C014641,Grace Bello,customer014641@quickmart.example,Benin City,Edo,Mass Market
C014642,Daniel Okoro,customer014642@quickmart.example,Abeokuta,Ogun,Premium
C014643,Sarah Mohammed,customer014643@quickmart.example,Ikeja,Lagos,Mass Market
C014644,Amina Musa,customer014644@quickmart.example,Lekki,Lagos,Mass Market
C014645,Ngozi Balogun,customer014645@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014646,Blessing Okafor,customer014646@quickmart.example,Enugu,Enugu,Mass Market
C014647,Kelechi Sani,customer014647@quickmart.example,Enugu,Enugu,Mass Market
C014648,Oluwaseun Usman,customer014648@quickmart.example,Lekki,Lagos,Mass Market
C014649,Ada Danladi,customer014649@quickmart.example,Port Harcourt,Rivers,Premium
C014650,Sarah Adebayo,customer014650@quickmart.example,Ibadan,Oyo,Premium
C014651,Musa Musa,customer014651@quickmart.example,Kano,Kano,Business
C014652,Ibrahim Lawal,customer014652@quickmart.example,Maiduguri,Borno,Mass Market
C014653,John Musa,customer014653@quickmart.example,Jos,Plateau,Premium
C014654,Kelechi Danladi,customer014654@quickmart.example,Lagos,Lagos,Premium
C014655,Blessing Ibrahim,customer014655@quickmart.example,Enugu,Enugu,Business
C014656,Chinedu Musa,customer014656@quickmart.example,Ibadan,Oyo,Mass Market
C014657,Mary Abdullahi,customer014657@quickmart.example,Lagos,Lagos,Premium
C014658,Samuel Eze,customer014658@quickmart.example,Ilorin,Kwara,Mass Market
C014659,Michael Garba,customer014659@quickmart.example,Onitsha,Anambra,Mass Market
C014660,Chinedu Akinyemi,customer014660@quickmart.example,Abeokuta,Ogun,Mass Market
C014661,Esther Garba,customer014661@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014662,Grace Balogun,customer014662@quickmart.example,Ibadan,Oyo,Premium
C014663,David Adebayo,customer014663@quickmart.example,Port Harcourt,Rivers,Business
C014664,Zainab Okoro,customer014664@quickmart.example,Enugu,Enugu,Mass Market
C014665,Chinedu Danladi,customer014665@quickmart.example,Lekki,Lagos,Mass Market
C014666,Blessing Balogun,customer014666@quickmart.example,Ilorin,Kwara,Mass Market
C014667,Fatima Yusuf,customer014667@quickmart.example,Port Harcourt,Rivers,Mass Market
C014668,Hauwa Ibrahim,customer014668@quickmart.example,Jos,Plateau,Mass Market
C014669,Esther Ogunleye,customer014669@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014670,Blessing Usman,customer014670@quickmart.example,Calabar,Cross River,Mass Market
C014671,Oluwaseun Ogunleye,customer014671@quickmart.example,Benin City,Edo,Mass Market
C014672,Zainab Yusuf,customer014672@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014673,John Akinyemi,customer014673@quickmart.example,Ikeja,Lagos,Mass Market
C014674,Hauwa Okoro,customer014674@quickmart.example,Onitsha,Anambra,Mass Market
C014675,Kelechi Adebayo,customer014675@quickmart.example,Abuja,FCT,Premium
C014676,Ngozi Sani,customer014676@quickmart.example,Enugu,Enugu,Mass Market
C014677,Amina Eze,customer014677@quickmart.example,Onitsha,Anambra,Mass Market
C014678,Mary Mohammed,customer014678@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014679,Hauwa Garba,customer014679@quickmart.example,Enugu,Enugu,Premium
C014680,Zainab Ibrahim,customer014680@quickmart.example,Lagos,Lagos,Mass Market
C014681,Mary Abdullahi,customer014681@quickmart.example,Maiduguri,Borno,Mass Market
C014682,Musa Adebayo,customer014682@quickmart.example,Port Harcourt,Rivers,Mass Market
C014683,Ngozi Yusuf,customer014683@quickmart.example,Lekki,Lagos,Mass Market
C014684,Fatima Danladi,customer014684@quickmart.example,Lekki,Lagos,Premium
C014685,Michael Bello,customer014685@quickmart.example,Lagos,Lagos,Premium
C014686,Emeka Danladi,customer014686@quickmart.example,Abeokuta,Ogun,Mass Market
C014687,Grace Adeyemi,customer014687@quickmart.example,Abuja,FCT,Mass Market
C014688,Daniel Mohammed,customer014688@quickmart.example,Osogbo,Osun,Mass Market
C014689,Ibrahim Bello,customer014689@quickmart.example,Ado-Ekiti,Ekiti,Premium
C014690,Fatima Danladi,customer014690@quickmart.example,Lagos,Lagos,Mass Market
C014691,Sarah Yusuf,customer014691@quickmart.example,Kano,Kano,Premium
C014692,Musa Eze,customer014692@quickmart.example,Kano,Kano,Premium
C014693,Amina Nwosu,customer014693@quickmart.example,Benin City,Edo,Mass Market
C014694,Ibrahim Usman,customer014694@quickmart.example,Ibadan,Oyo,Mass Market
C014695,Sarah Abdullahi,customer014695@quickmart.example,Abuja,FCT,Mass Market
C014696,Tunde Balogun,customer014696@quickmart.example,Enugu,Enugu,Mass Market
C014697,Esther Adebayo,customer014697@quickmart.example,Port Harcourt,Rivers,Business
C014698,Samuel Garba,customer014698@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014699,Fatima Lawal,customer014699@quickmart.example,Osogbo,Osun,Mass Market
C014700,Mary Garba,customer014700@quickmart.example,Kaduna,Kaduna,Mass Market
C014701,David Balogun,customer014701@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014702,Amina Balogun,customer014702@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014703,Michael Okafor,customer014703@quickmart.example,Kano,Kano,Business
C014704,Mary Akinyemi,customer014704@quickmart.example,Jos,Plateau,Mass Market
C014705,Esther Musa,customer014705@quickmart.example,Onitsha,Anambra,Mass Market
C014706,Oluwaseun Eze,customer014706@quickmart.example,Osogbo,Osun,Business
C014707,Yusuf Mohammed,customer014707@quickmart.example,Calabar,Cross River,Mass Market
C014708,Esther Usman,customer014708@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014709,David Balogun,customer014709@quickmart.example,Calabar,Cross River,Premium
C014710,Ngozi Musa,customer014710@quickmart.example,Ibadan,Oyo,Mass Market
C014711,Zainab Adebayo,customer014711@quickmart.example,Abeokuta,Ogun,Business
C014712,Blessing Musa,customer014712@quickmart.example,Akure,Ondo,Premium
C014713,Ada Lawal,customer014713@quickmart.example,Jos,Plateau,Mass Market
C014714,Yusuf Garba,customer014714@quickmart.example,Ibadan,Oyo,Premium
C014715,Samuel Garba,customer014715@quickmart.example,Abuja,FCT,Premium
C014716,Mary Yusuf,customer014716@quickmart.example,Benin City,Edo,Mass Market
C014717,Amina Garba,customer014717@quickmart.example,Enugu,Enugu,Business
C014718,Samuel Okoro,customer014718@quickmart.example,Ibadan,Oyo,Premium
C014719,Ibrahim Okoro,customer014719@quickmart.example,Abuja,FCT,Mass Market
C014720,Hauwa Adebayo,customer014720@quickmart.example,Kaduna,Kaduna,Mass Market
C014721,Esther Ibrahim,customer014721@quickmart.example,Abeokuta,Ogun,Mass Market
C014722,Tunde Okafor,customer014722@quickmart.example,Maiduguri,Borno,Mass Market
C014723,Sarah Adebayo,customer014723@quickmart.example,Lagos,Lagos,Mass Market
C014724,Peter Mohammed,customer014724@quickmart.example,Calabar,Cross River,Mass Market
C014725,Yusuf Nwosu,customer014725@quickmart.example,Abuja,FCT,Mass Market
C014726,Zainab Akinyemi,customer014726@quickmart.example,Enugu,Enugu,Mass Market
C014727,Ibrahim Lawal,customer014727@quickmart.example,Kano,Kano,Mass Market
C014728,Ada Danladi,customer014728@quickmart.example,Osogbo,Osun,Business
C014729,Chinedu Lawal,customer014729@quickmart.example,Maiduguri,Borno,Premium
C014730,John Akinyemi,customer014730@quickmart.example,Kaduna,Kaduna,Mass Market
C014731,Mary Usman,customer014731@quickmart.example,Lagos,Lagos,Mass Market
C014732,David Sani,customer014732@quickmart.example,Ibadan,Oyo,Business
C014733,Oluwaseun Akinyemi,customer014733@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014734,John Akinyemi,customer014734@quickmart.example,Ado-Ekiti,Ekiti,Premium
C014735,Ada Ibrahim,customer014735@quickmart.example,Lagos,Lagos,Mass Market
C014736,Peter Abdullahi,customer014736@quickmart.example,Lagos,Lagos,Mass Market
C014737,Chinedu Bello,customer014737@quickmart.example,Benin City,Edo,Mass Market
C014738,Zainab Okoro,customer014738@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C014739,Zainab Ogunleye,customer014739@quickmart.example,Calabar,Cross River,Premium
C014740,Oluwaseun Lawal,customer014740@quickmart.example,Lagos,Lagos,Business
C014741,Ngozi Adebayo,customer014741@quickmart.example,Maiduguri,Borno,Mass Market
C014742,Fatima Eze,customer014742@quickmart.example,Abuja,FCT,Mass Market
C014743,Daniel Ogunleye,customer014743@quickmart.example,Abeokuta,Ogun,Premium
C014744,Emeka Lawal,customer014744@quickmart.example,Kaduna,Kaduna,Premium
C014745,Emeka Musa,customer014745@quickmart.example,Calabar,Cross River,Mass Market
C014746,Musa Yusuf,customer014746@quickmart.example,Kano,Kano,Mass Market
C014747,Daniel Eze,customer014747@quickmart.example,Onitsha,Anambra,Mass Market
C014748,Ada Abdullahi,customer014748@quickmart.example,Abeokuta,Ogun,Mass Market
C014749,Fatima Adeyemi,customer014749@quickmart.example,Lekki,Lagos,Premium
C014750,Musa Bello,customer014750@quickmart.example,Lekki,Lagos,Premium
C014751,Hauwa Adebayo,customer014751@quickmart.example,Jos,Plateau,Premium
C014752,Mary Garba,customer014752@quickmart.example,Lagos,Lagos,Mass Market
C014753,Daniel Akinyemi,customer014753@quickmart.example,Enugu,Enugu,Premium
C014754,Daniel Danladi,customer014754@quickmart.example,Calabar,Cross River,Mass Market
C014755,Oluwaseun Adebayo,customer014755@quickmart.example,Enugu,Enugu,Mass Market
C014756,Oluwaseun Balogun,customer014756@quickmart.example,Benin City,Edo,Mass Market
C014757,Chinedu Adebayo,customer014757@quickmart.example,Ibadan,Oyo,Mass Market
C014758,Chinedu Bello,customer014758@quickmart.example,Ibadan,Oyo,Premium
C014759,Chinedu Mohammed,customer014759@quickmart.example,Lekki,Lagos,Premium
C014760,Ibrahim Balogun,customer014760@quickmart.example,Ikeja,Lagos,Mass Market
C014761,Musa Yusuf,customer014761@quickmart.example,Enugu,Enugu,Mass Market
C014762,Ibrahim Bello,customer014762@quickmart.example,Abuja,FCT,Mass Market
C014763,Michael Garba,customer014763@quickmart.example,Ilorin,Kwara,Mass Market
C014764,Blessing Ibrahim,customer014764@quickmart.example,Kaduna,Kaduna,Mass Market
C014765,Michael Adebayo,customer014765@quickmart.example,Kano,Kano,Business
C014766,Oluwaseun Adeyemi,customer014766@quickmart.example,Benin City,Edo,Mass Market
C014767,Grace Abdullahi,customer014767@quickmart.example,Kaduna,Kaduna,Premium
C014768,Daniel Sani,customer014768@quickmart.example,Lekki,Lagos,Premium
C014769,Musa Musa,customer014769@quickmart.example,Lagos,Lagos,Mass Market
C014770,David Ibrahim,customer014770@quickmart.example,Maiduguri,Borno,Mass Market
C014771,Grace Mohammed,customer014771@quickmart.example,Lekki,Lagos,Mass Market
C014772,Peter Okafor,customer014772@quickmart.example,Abuja,FCT,Mass Market
C014773,Chinedu Akinyemi,customer014773@quickmart.example,Jos,Plateau,Premium
C014774,Musa Ibrahim,customer014774@quickmart.example,Jos,Plateau,Mass Market
C014775,Peter Yusuf,customer014775@quickmart.example,Uyo,Akwa Ibom,Premium
C014776,Mary Balogun,customer014776@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014777,Tunde Yusuf,customer014777@quickmart.example,Onitsha,Anambra,Mass Market
C014778,Amina Adebayo,customer014778@quickmart.example,Kano,Kano,Mass Market
C014779,Ngozi Musa,customer014779@quickmart.example,Maiduguri,Borno,Premium
C014780,Grace Bello,customer014780@quickmart.example,Ikeja,Lagos,Mass Market
C014781,Zainab Abdullahi,customer014781@quickmart.example,Kano,Kano,Premium
C014782,Samuel Mohammed,customer014782@quickmart.example,Kaduna,Kaduna,Mass Market
C014783,Grace Balogun,customer014783@quickmart.example,Kano,Kano,Mass Market
C014784,Amina Yusuf,customer014784@quickmart.example,Enugu,Enugu,Mass Market
C014785,Mary Danladi,customer014785@quickmart.example,Ikeja,Lagos,Mass Market
C014786,Grace Usman,customer014786@quickmart.example,Ado-Ekiti,Ekiti,Premium
C014787,Grace Eze,customer014787@quickmart.example,Ibadan,Oyo,Mass Market
C014788,Sarah Sani,customer014788@quickmart.example,Kaduna,Kaduna,Mass Market
C014789,Zainab Danladi,customer014789@quickmart.example,Enugu,Enugu,Mass Market
C014790,Emeka Garba,customer014790@quickmart.example,Akure,Ondo,Mass Market
C014791,Oluwaseun Ogunleye,customer014791@quickmart.example,Enugu,Enugu,Mass Market
C014792,Zainab Usman,customer014792@quickmart.example,Port Harcourt,Rivers,Mass Market
C014793,Tunde Bello,customer014793@quickmart.example,Abeokuta,Ogun,Mass Market
C014794,Blessing Nwosu,customer014794@quickmart.example,Uyo,Akwa Ibom,Mass Market
C014795,Hauwa Okoro,customer014795@quickmart.example,Enugu,Enugu,Mass Market
C014796,Fatima Mohammed,customer014796@quickmart.example,Lagos,Lagos,Business
C014797,Michael Balogun,customer014797@quickmart.example,Jos,Plateau,Mass Market
